period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2017-03,MA,Massachusetts,COM,commercial,410827,15.08,329.38074,2184.87551,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-02,MA,Massachusetts,ALL,all sectors,3196580,17.25,705.86941,4091.52822,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-02,MA,Massachusetts,TRA,transportation,2,8.35,2.52692,30.25573,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-02,MA,Massachusetts,RES,residential,2776383,20.33,315.3277,1551.22889,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-02,MA,Massachusetts,IND,industrial,10351,13.51,71.49452,529.33563,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-02,MA,Massachusetts,COM,commercial,409844,15.98,316.52027,1980.70796,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-01,MA,Massachusetts,RES,residential,2760362,19.76,351.73225,1780.00474,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-01,MA,Massachusetts,TRA,transportation,2,8.01,2.65208,33.10408,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-01,MA,Massachusetts,IND,industrial,10392,13.87,75.45675,544.03311,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-01,MA,Massachusetts,COM,commercial,407538,15.62,341.03034,2182.6193,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2017-01,MA,Massachusetts,ALL,all sectors,3178294,16.98,770.87143,4539.76123,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-12,MA,Massachusetts,RES,residential,2739000,18.81,319.14549,1696.41516,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-12,MA,Massachusetts,IND,industrial,13534,13.59,81.69354,601.2835,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-12,MA,Massachusetts,COM,commercial,401296,14.94,307.39167,2057.65498,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-12,MA,Massachusetts,ALL,all sectors,3153832,16.19,710.49007,4389.1216,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-12,MA,Massachusetts,TRA,transportation,2,6.69,2.25937,33.76795,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-11,MA,Massachusetts,ALL,all sectors,3173199,16.02,636.25406,3971.09065,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-11,MA,Massachusetts,TRA,transportation,2,5.27,1.41888,26.90679,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-11,MA,Massachusetts,RES,residential,2755691,19.14,258.3638,1349.92707,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-11,MA,Massachusetts,IND,industrial,13669,13.2,79.5435,602.81347,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-11,MA,Massachusetts,COM,commercial,403837,14.91,296.92789,1991.44332,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-10,MA,Massachusetts,ALL,all sectors,3137983,16.43,680.8184,4143.74801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-10,MA,Massachusetts,TRA,transportation,2,5.3,1.37694,25.95964,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-10,MA,Massachusetts,RES,residential,2724471,18.82,259.33931,1378.12112,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-10,MA,Massachusetts,IND,industrial,13601,13.45,81.9356,609.21485,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-10,MA,Massachusetts,COM,commercial,399909,15.87,338.16656,2130.4524,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-09,MA,Massachusetts,ALL,all sectors,3174523,17.19,831.81595,4837.84358,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-09,MA,Massachusetts,TRA,transportation,2,5.08,1.31744,25.9355,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-09,MA,Massachusetts,RES,residential,2757138,19.69,369.6238,1877.04172,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-09,MA,Massachusetts,IND,industrial,13697,13.61,86.80298,637.59672,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-09,MA,Massachusetts,COM,commercial,403686,16.28,374.07173,2297.26965,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-08,MA,Massachusetts,ALL,all sectors,3145771,16.4,908.05771,5537.65691,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-08,MA,Massachusetts,TRA,transportation,2,6.5,1.83153,28.15785,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-08,MA,Massachusetts,RES,residential,2730781,18.02,407.94456,2263.6734,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-08,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-08,MA,Massachusetts,IND,industrial,13643,13.71,95.33507,695.37528,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-08,MA,Massachusetts,COM,commercial,401345,15.8,402.94656,2550.45038,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-07,MA,Massachusetts,ALL,all sectors,3169491,16.33,828.87732,5077.1692,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-07,MA,Massachusetts,TRA,transportation,2,5.65,1.58265,28.00659,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-07,MA,Massachusetts,RES,residential,2753464,18.02,359.19274,1993.41322,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-07,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-07,MA,Massachusetts,IND,industrial,13611,13.6,92.89255,682.80604,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-07,MA,Massachusetts,COM,commercial,402414,15.81,375.20938,2372.94336,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-06,MA,Massachusetts,RES,residential,2733704,18.45,275.95143,1495.87316,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-06,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-06,MA,Massachusetts,IND,industrial,13702,13.2,85.06063,644.41017,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-06,MA,Massachusetts,COM,commercial,391066,15.56,344.53714,2213.82848,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-06,MA,Massachusetts,ALL,all sectors,3138474,16.14,706.7882,4379.6483,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-06,MA,Massachusetts,TRA,transportation,2,4.85,1.23901,25.5365,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-05,MA,Massachusetts,ALL,all sectors,3178113,15.96,625.07471,3916.01029,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-05,MA,Massachusetts,TRA,transportation,2,4.83,1.26178,26.12879,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-05,MA,Massachusetts,RES,residential,2762996,18.97,245.93659,1296.34091,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-05,MA,Massachusetts,IND,industrial,13669,12.87,80.92618,628.726,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-05,MA,Massachusetts,COM,commercial,401446,15.11,296.95016,1964.81459,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-04,MA,Massachusetts,ALL,all sectors,3140659,16.64,654.57316,3933.89043,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-04,MA,Massachusetts,TRA,transportation,2,5.35,1.47651,27.60552,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-04,MA,Massachusetts,RES,residential,2727164,19.89,271.4763,1365.23492,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-04,MA,Massachusetts,IND,industrial,13667,13.15,78.47187,596.63976,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-04,MA,Massachusetts,COM,commercial,399826,15.59,303.14848,1944.41022,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-03,MA,Massachusetts,TRA,transportation,2,6.07,1.80608,29.76264,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-03,MA,Massachusetts,RES,residential,2749279,19.62,298.92966,1523.7664,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-03,MA,Massachusetts,IND,industrial,13779,13.34,80.25617,601.583,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-03,MA,Massachusetts,COM,commercial,429661,15.61,334.30675,2141.32299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-03,MA,Massachusetts,ALL,all sectors,3192721,16.65,715.29867,4296.43503,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-02,MA,Massachusetts,ALL,all sectors,3155984,17.06,739.04505,4331.43314,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-02,MA,Massachusetts,TRA,transportation,2,7.81,2.40092,30.75579,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-02,MA,Massachusetts,RES,residential,2741040,19.75,328.93407,1665.44776,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-02,MA,Massachusetts,IND,industrial,13745,13.46,79.19519,588.57865,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-02,MA,Massachusetts,COM,commercial,401197,16.05,328.51487,2046.65094,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-01,MA,Massachusetts,ALL,all sectors,3128901,16.62,775.00372,4661.84086,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-01,MA,Massachusetts,TRA,transportation,2,7.01,2.33198,33.27944,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-01,MA,Massachusetts,RES,residential,2715618,19.41,347.02141,1787.64115,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-01,MA,Massachusetts,IND,industrial,13759,13.28,82.09144,618.35259,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-01,MA,Massachusetts,COM,commercial,399522,15.46,343.55889,2222.56768,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-12,MA,Massachusetts,ALL,all sectors,3222982,16.51,711.06,4308.10186,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-12,MA,Massachusetts,TRA,transportation,3,7.7,2.25796,29.31257,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-12,MA,Massachusetts,RES,residential,2802288,19.63,310.95972,1584.1657,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-12,MA,Massachusetts,IND,industrial,14036,13.09,80.55103,615.21595,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-12,MA,Massachusetts,COM,commercial,406655,15.26,317.2913,2079.40764,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-11,MA,Massachusetts,ALL,all sectors,3251197,15.59,625.44083,4011.86257,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-11,MA,Massachusetts,TRA,transportation,3,6.75,1.8058,26.755,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-11,MA,Massachusetts,RES,residential,2828963,18.35,248.33514,1353.24422,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-11,MA,Massachusetts,IND,industrial,14112,13.19,82.91296,628.75329,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-11,MA,Massachusetts,COM,commercial,408119,14.6,292.38693,2003.11006,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
